ID,youtubeId,movieId,title,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,Documentary,War,Musical,Western,Film-Noir
11072,KU3G7EEFnwQ,45950,"Inconvenient Truth, An (2006)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11073,CW5Ed113rUU,45952,Test Pilot (1938),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11074,zc_z623Wsro,45969,Career Opportunities (1991),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11075,HBLe_J0P7vI,45981,Hollow Man II (2006),0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
11076,3nJ4RInGt9E,45987,Chuck Berry Hail! Hail! Rock 'n' Roll (1987),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11077,AtCnqMi2E2c,45991,Psych-Out (1968),0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
11078,x2f9JNfq1V4,45994,National Lampoon's Cattle Call (Cattle Call) (2006),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11079,8oTdPklBE0Y,46008,Sister Kenny (1946),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11080,4FkP88Z5ono,46034,Mountain Patrol (Kekexili) (2004),0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
11081,TXxQFMG86HA,46062,High School Musical (2006),0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
11082,iUJ88lku_t0,46065,Ice Bound (2003),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11083,T773g7jSzY4,46083,Drawing Restraint 9 (2005),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11084,HYobrwvSs9Q,46098,Crossing the Bridge: The Sound of Istanbul (2005),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11085,ak9T01AANbo,46105,I Am a Sex Addict (2005),0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
11086,Qw9QE9H1y9M,46108,Lower City (Cidade Baixa) (2005),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11087,xdhqqY7pO8w,46115,Forever Mine (1999),0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
11088,n4pHZ_IrKDk,46154,"War Within, The (2005)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11089,FXxkAhXL138,46156,"Ax, The (couperet, Le) (2005)",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11090,XwSqLULkbV4,46194,Adam & Steve (2005),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11091,eQKcME-Eh0E,46199,Beyond the Rocks (1922),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11092,82vCpAgBpoc,46201,Bob the Butler (2005),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11093,YG_a8lw512A,46207,Jack Frost 2: Revenge of the Mutant Killer Snowman (2000),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11094,Qa0jV3wsgZs,46231,Stoned (2005),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11095,COwzNqlUxWE,46258,Marked Woman (1937),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
11096,jDLRcKYppPI,46311,Running (1979),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11097,KbcJ54a1tIw,46318,Blessed Event (1932),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11098,9lMY2F8-iyc,46322,Jet Li's Fearless (Huo Yuan Jia) (2006),0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
11099,eskirF_UILg,46325,Susan Lenox (Her Fall and Rise) (1931),1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11100,ORMcpzpmLTU,46331,"Adjuster, The (1991)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11101,0W0Wc1E8ffk,46335,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
11102,8-7_qEwEGsM,46337,Garfield: A Tail of Two Kitties (2006),0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11103,3yoTgy3gDgI,46347,Metal: A Headbanger's Journey (2005),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11104,SODvv2xxvgI,46363,Summer in Berlin (Sommer vorm Balkon) (2005),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11105,JShZY5NiPEM,46367,"Public Eye, The (1992)",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
11106,xKQHVdgCeXo,46372,"Bribe, The (1949)",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
11107,qVBK1u6JGhs,46409,Without Love (1945),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11108,ACgXr1BP6yA,46430,Waist Deep (2006),0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
11109,tcK1vl36dUs,46441,"Sheriff and the Satellite Kid, The (1979)",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11110,7LGkQPN04Lg,46457,Triple Cross (1966),1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
11111,ebAdRCICeAE,46478,Mouth to Mouth (2005),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11112,2N0F_XqDI8g,46525,Spite Marriage (1929),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11113,qiOm0eJcvt0,46530,Superman Returns (2006),1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11114,qjv6Z9QmoAw,46544,Edward II (1991),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11115,w5Xz2zLUoEM,46559,"Road to Guantanamo, The (2006)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11116,CXyFkINMcI8,46561,Leonard Cohen: I'm Your Man (2005),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11117,h9N4Z9Escxk,46572,Edmond (2005),0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11118,1oevR8c35Qk,46574,"OH in Ohio, The (2006)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11119,vmH61rvDQxU,46578,Little Miss Sunshine (2006),1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11120,07186dk9CPk,46581,Brothers of the Head (2005),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11121,T0UmOH6Qf1g,46588,Forgiving Dr. Mengele (2006),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11122,7X_eMpuO3mM,46595,Fuse (Gori vatra) (2003),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11123,yK4AEkzYDIE,46604,Curse of the Pink Panther (1983),0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
11124,KBbaTOIKlPY,46613,Mimic: Sentinel (2003),0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
11125,Hc9XYE8XyXU,46627,Rock 'n' Roll Nightmare (1987),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11126,gJzBuuwSbOE,46634,These Girls (2005),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11127,26oTFDutvn0,46640,Why Does Herr R. Run Amok? (Warum läuft Herr R. Amok?) (1970),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11128,MT0L1U-Rdj4,46651,Instrument (2003),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11129,12xj1sHvIWA,46653,"300 Spartans, The (1962)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11130,aVLze00ViPo,46664,"Fallen Idol, The (1948)",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
11131,fH24q2JXiqU,46713,Desperate (1947),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
11132,ROg0sms3Zh8,46716,Knock on Any Door (1949),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
11133,rlqAeSjagSs,46723,Babel (2006),0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11134,Z5ZvKnLNZpg,46748,China Seas (1935),1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
11135,CX67FR3oAic,46753,I Walk the Line (1970),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11136,45OsKkHhv90,46762,"Thief Lord, The (2006)",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11137,bz9VqyjJWjU,46765,"Girl Can't Help It, The (1956)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11138,GDX0UB4sAd4,46770,Krrish (2006),1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
11139,mIeJ3ogJAlQ,46772,Strangers with Candy (2005),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11140,ejRjy10bkb0,46788,Prophecy (1979),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
11141,SHQFZV_dgsU,46790,"Kremlin Letter, The (1970)",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11142,RA7mae3ZePg,46803,Young Mr. Lincoln (1939),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11143,kFp5vA7wuFY,46808,Subject Two (2006),0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11144,R0SviR81Mj0,46821,Blackjack (1998),0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
11145,0O6YPAv1Hx8,46839,Three Times (Zui hao de shi guang) (2005),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11146,UGt-6NdpCF8,46848,"Gumball Rally, The (1976)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11147,g65ewJJ1USc,46850,Wordplay (2006),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11148,-2gxW7D1bLU,46855,Army of Shadows (L'armée des ombres) (1969),0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
11149,-SODLknaAHs,46862,Orchestra Rehearsal (Prova d'orchestra) (1978),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11150,wHM6fNDKdu4,46865,Little Man (2006),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11151,35tMH6rNWNA,46869,Dames (1934),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11152,QDRlvUbA-s4,46880,Dancing Lady (1933),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
11153,hvLzhK7Vatw,46901,"Purple Plain, The (1954)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11154,PqF25DJk-fo,46910,Coonskin (1975),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11155,4jIF7IVddqA,46912,Memento Mori (Yeogo goedam II) (1999),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11156,41j_S8lA1zM,46915,End Game (2006),0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
11157,AEzcWmymuEk,46919,End of the Spear (2005),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11158,tkU2pjpt0Eo,46925,Two for the Seesaw (1962),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11159,8SKwK89P2p8,46929,"Detective, The (1968)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11160,vZFK8svwtxA,46948,Monster House (2006),0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
11161,Ce4Cv_HDo0w,46952,Wrong Side Up (Pribehy obycejneho silenstvi) (2005),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11162,yrsby9nAIVg,46954,Just love me (Tylko mnie kochaj) (2006),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11163,tL1X_7jIcIM,46957,Combien Tu M'aimes? (How Much Do You Love Me?) (2005),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11164,MrS6_3zEyjk,46959,Colour Me Kubrick: A True...ish Story (2005),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11165,N5jv6sorNeg,46961,Death of a Bureaucrat (La muerte de un burócrata) (1966),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11166,MEH04eOZKbg,46965,Snakes on a Plane (2006),0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
11167,VdnmmIHOkmc,46967,Scoop (2006),0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
11168,0_BtIFlTtPA,46970,Talladega Nights: The Ballad of Ricky Bobby (2006),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11169,Kgl0YzRoBfw,46972,Night at the Museum (2006),0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
11170,wLf6VQyJJkE,46974,World Trade Center (2006),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11171,nML_zNm1xRU,46976,Stranger than Fiction (2006),0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
11172,E8xdyojbFYA,46979,"Valley of Decision, The (1945)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11173,r7KgHcxK0jE,47005,"Last Angry Man, The (1959)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11174,RARfk8cXPeg,47007,"Good Fairy, The (1935)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11175,SPbwocBe_tQ,47028,Sione's Wedding (Samoan Wedding) (2006),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11176,rDPrpxd5FJY,47044,Miami Vice (2006),0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
11177,_whdVVN-qCE,47047,"Groomsmen, The (2006)",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11178,Pl0GnMDdEF8,47049,Shadowboxer (2005),0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
11179,a9WzGZ52eXM,47054,Each Dawn I Die (1939),0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
11180,-lKCRdGXCeM,47063,Loch Ness (1996),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11181,d6IVDYNHgio,47076,"Good Morning, Night (Buongiorno, notte) (2003)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11182,sgNj2Sf_mgo,47084,"Live and Become (Va, vis et deviens) (2005)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11183,UK9x8wnq8ks,47092,On Dangerous Ground (1952),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
11184,-19sFPz5YaI,47099,"Pursuit of Happyness, The (2006)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11185,oDKXkZiGef8,47117,Tears of the Black Tiger (Fah talai jone) (2000),0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
11186,pf7yeSj4SKE,47122,John Tucker Must Die (2006),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11187,nNEeKAJQ-qY,47124,"Ant Bully, The (2006)",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11188,Jc_dxKE7sng,47129,Warning Shadows (Schatten - Eine nächtliche Halluzination) (1923),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
11189,nACodSaJR-E,47131,Leaves from Satan's Book (Blade af Satans bog) (1921),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11190,aoO3ZLmi2Is,47135,Michael (1924),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11191,T2TDSEG57hI,47146,Lady Killer (1933),0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11192,vtPPLXujvzk,47148,Mrs. Palfrey at the Claremont (2005),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11193,a5Fg_uvxXog,47150,"Death of Mr. Lazarescu, The (Moartea domnului Lazarescu) (2005)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11194,-nXw-8MXhVE,47152,Cria! (Cría cuervos) (1976),0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11195,3scPy9ohKDc,47165,Ciao Manhattan (Ciao! Manhattan) (1972),0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
11196,alXpZHk7D4g,47180,"Gas, Inspector Palmu! (Kaasua, komisario Palmu!) (1961)",0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
11197,SCq7xLtKuGI,47196,"Rainmaker, The (1956)",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
11198,P_CCV3lBjwo,47200,Crank (2006),0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
11199,xfPpTeR_760,47202,"Secret Life of Words, The (2005)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11200,wrTLjPS2gN4,47221,"Dudesons Movie, The (2006)",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11201,hvus7pXX2Ew,47237,Black Gold (2006),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11202,san61qTwWsU,47239,"Hurricane, The (1937)",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
11203,36YAKngtMzg,47248,Johnny Was (2006),0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
11204,1LQZpiSfESE,47250,Played (2006),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
11205,2YN3B53jPso,47254,Chaos (2005),0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
11206,m_AgxYQlAVk,47261,"Night Listener, The (2006)",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
11207,9b8WhQATBv8,47264,Barnyard: The Original Party Animals (2006),0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11208,6NuyXTNQsJY,47274,Murmur of the Heart (Le souffle au coeur) (1971),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11209,202uOuNsgow,47277,They Won't Believe Me (1947),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
11210,kZ8IEzI86Ro,47285,"Left Hand of God, The (1955)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11211,K8yIVA1QzLg,47287,Compulsion (1959),0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
11212,97RegaPXgO0,47306,"Canterbury Tale, A (1944)",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
11213,aUE8gHEPJ_I,47330,Dirty Mary Crazy Larry (1974),0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
11214,7LnMX1jgfRE,47342,Angels Over Broadway (1940),1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11215,MmSZJ17ppEQ,47356,Fortress (1985),0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
11216,nuAPfSHlQ3c,47382,Step Up (2006),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11217,OyPBZsli7e0,47384,Zoom (2006),1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
11218,4Kbitg2mKOM,47394,"Bon Cop, Bad Cop (2006)",0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
11219,V2CCvIru48k,47397,"Tom, Dick and Harry (1941)",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11220,jOGDozdW9Yo,47404,Mind Game (2004),1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
11221,vHxQ2L3RmQ8,47417,Land of the Blind (2006),0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11222,8nP-XnULq58,47423,Half Nelson (2006),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11223,O0Pi91BVs5s,47446,"Moustache, La (2005)",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
11224,yGFlACG6qvI,47452,Wing Chun (1994),0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
11225,yAOQBuPHV3M,47455,Executioners (Xian dai hao xia zhuan) (1993),0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11226,390WaPcxnFI,47458,"Swordsman II (Legend of the Swordsman, The) (Xiao ao jiang hu zhi: Dong Fang Bu Bai) (1992)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
11227,D9G9V07rpBc,47460,Peking Opera Blues (Do ma daan) (1986),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11228,JmJyXOIgyV4,47465,Tideland (2005),0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
11229,cvWwiw6BsRk,47477,Good News (1947),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
11230,7uh2l0TQrdo,47482,Thunderbolt (Pik lik feng) (1995),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
11231,7sXgvudt5FI,47484,G Men (1935),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11232,HzrCUXw_O5E,47491,Adam's Apples (Adams æbler) (2005),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11233,lVwxn-UJ284,47493,Cabin in the Sky (1943),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11234,fGOlIwl9jeY,47501,Tol'able David (1921),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11235,5O3Hgrc_dTM,47503,2:37 (2006),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11236,dKzsX9NInHI,47516,Material Girls (2006),0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11237,0CDa1wS1nkI,47518,Accepted (2006),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11238,2paSWX2hdNI,47525,Lie with Me (2005),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11239,R_5Yh17oDOE,47538,Crime Busters (1977),1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
11240,To5NG39NxLk,47540,Att stjäla en tjuv (1996),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11241,YjSUgmEh6eM,47559,Drömkåken (1993),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11242,_ORqGVIK7-M,47561,Shake It (En kort en lang) (2001),0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11243,1a73jQsQ7wc,47566,Born to Kill (1947),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
11244,R1hZNHPVVAQ,47571,Heading South (Vers le sud) (2005),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11245,XJuLFKeRoJg,47601,7 Men from Now (Seven Men from Now) (1956),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11246,lphJHJrodpY,47606,Captain January (1936),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11247,x7AmC7nA7yU,47610,"Illusionist, The (2006)",0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
11248,TUTlOC4mVQ8,47615,Adventures of Don Juan (1948),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11249,2LD9MyoIumQ,47619,State of the Union (1948),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11250,VYMqX3SKIGY,47626,San Quentin (1937),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11251,zeY1nCXV9YM,47629,"Queen, The (2006)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11252,yn3pcoX0Pq8,47634,36 Quai des Orfèvres (Department 36) (2004),0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
11253,QD2LiJKMlIs,47640,Beerfest (2006),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11254,-lBf3Up1KNM,47642,How to Eat Fried Worms (2006),0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11255,i4ITaBOBVGE,47644,Invincible (2006),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11256,KTmrUXNxwWI,47646,Idlewild (2006),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
11257,8u99lWnxd2E,47665,"Slight Case of Murder, A (1938)",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11258,KHV6zb7kJEQ,47670,"Syrian Bride, The (2004)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11259,1-YlugUoDVE,47681,"Sorry, Haters (2005)",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11260,OkhvmiN4lUY,47701,"Ritz, The (1976)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11261,C6err100S78,47707,My Geisha (1962),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11262,nOsPEChW73Q,47714,Blithe Spirit (1945),0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
11263,JTlFMvxj8_Q,47719,"Music Box, The (1932)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11264,j4Hy7WJtnI8,47721,"Red Balloon, The (Ballon rouge, Le) (1956)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11265,nVZbipz5zLo,47723,Way Out West (1937),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11266,94TEO7MKHJw,47725,Angel-A (2005),0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
11267,ydFQSU4szOM,47728,Green for Danger (1946),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
11268,ayTnvVpj9t4,47736,"Chump at Oxford, A (1940)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11269,NBkg5r-6R6k,47740,Block-Heads (1938),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11270,WtLgcnIGI2I,47774,"Icicle Thief, The (Ladri di saponette) (1989)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11271,clCROz5ZcQc,47778,Quinceañera (2006),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11272,cKpFt-fLyVE,47793,"Puffy Chair, The (2006)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11273,_sOy7CMR88A,47805,Lassie (2005),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11274,94Z2XxPxQm8,47808,Mutual Appreciation (2005),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
