,youtubeId,movieId,title,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,Documentary,War,Musical,Western,Film-Noir
11836,c02QRDk5XrI,52806,Tales from Earthsea (Gedo Senki) (2006),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11843,Oqsf5qeP2CQ,52867,"Ex, The (2007)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11845,m0VWVoDdKLQ,52885,Paprika (Papurika) (2006),0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
11875,sx6JZ10A7oQ,53129,Mr. Brooks (2007),0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
11897,4J4ewFfwMvc,53355,Sun Alley (Sonnenallee) (1999),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11900,9J_7HtaMOyY,53375,Godzilla vs. King Ghidorah (Gojira vs. Kingu Gidorâ) (1991),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11911,YrTXTb03Ixc,53464,Fantastic Four: Rise of the Silver Surfer (2007),1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11917,utQtZUG1oJo,53548,Robot Monster (1953),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
11919,uZ6cBB8Hj3o,53554,"Blue Bird, The (1940)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11924,CZzW6_hR068,53582,Dodge City (1939),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11925,1KZpcZkNtNM,53584,"Mistress of Spices, The (2005)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11933,dPgSGJjq1Ks,53769,In Search of a Midnight Kiss (2007),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11934,WArpYDGLfEY,53771,Alice in Wonderland (1985),1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11948,eKkjeBQXcAc,53851,American Friends (1991),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11950,mugf7VY-FmE,53855,Johnny Tremain (1957),1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11962,xo70gmH2wjg,53919,"Man in the Iron Mask, The (1939)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11967,vBeIsywTJ1A,53967,High Road to China (1983),1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
11969,q5BaTF-bgFM,53974,License to Wed (2007),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11972,cmRAvLpv1XA,53996,Transformers (2007),0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
11977,r4FUD6U_acA,54020,McQ (1974),0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
11987,46QaOikFYhM,54176,No Time For Sergeants (1958),1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11991,RE9WCh-BqwY,54196,Brand Upon the Brain! (2006),1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
11994,ngN2y6i_SOc,54229,When the Wind Blows (1986),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12002,I1IXWnS6vwk,54259,Stardust (2007),1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12012,Pim4GLxxr00,54286,"Bourne Ultimatum, The (2007)",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
12015,mHS2XMSO3VM,54326,"Sierra, La (2005)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12028,X5ZNG3Oveh4,54480,Jack the Giant Killer (1962),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12030,9yK3kDA4o0A,54493,"Manitou, The (1978)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12049,hW_vfUNuIak,54652,1991: The Year Punk Broke (1992),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12071,XaWU1CmrJNc,54872,Keoma (1976),0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
12072,c_8kL7L7arE,54875,Face to Face (Faccia a faccia) (1967),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12073,duZ4rj5-fpY,54878,"Professional Gun, A (Mercenary, The) (Mercenario, Il) (1968)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12074,2k-oNOYRxnk,54881,"King of Kong, The (2007)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12092,RTtIGz8zcWQ,55031,"Evening with Kevin Smith, An (2002)",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12096,n1ihBk7l-2c,55052,Atonement (2007),0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
12103,8K-X2B_Cvqs,55078,Far from the Madding Crowd (1967),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
12108,ZqfE3MfLX4E,55106,Design for Living (1933),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12116,9jCZgUiPixE,55156,"Unreasonable Man, An (2006)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12118,PZAAIrBSZlA,55167,Tekkonkinkreet (Tekkon kinkurîto) (2006),1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
12119,fotSbx0D1A0,55176,In the Shadow of the Moon (2007),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12121,SHYEjR6N3OM,55190,Love and Other Disasters (2006),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12127,be0bBWnUrnY,55226,House of Bamboo (1955),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12143,EhgSui0V_qY,55278,Sleuth (2007),0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
12157,Ht6zgO94Xmg,55363,"Assassination of Jesse James by the Coward Robert Ford, The (2007)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
12161,sF4EL5G7qhQ,55391,10th & Wolf (2006),0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
12164,bbs_TiENOAk,55408,"Killing Floor, The (2007)",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
12175,WILfr1Q4a8M,55469,Graveyard of Honor (Shin jingi no hakaba) (2002),0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
12180,iYlE582xKBQ,55492,"Last Winter, The (2006)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12183,w4UjGfWkuJM,55512,Can't Help Singing (1944),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
12185,W3ONG8qFw_4,55549,Manufacturing Dissent (2007),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12193,LImhTTFu4b8,55628,"Monster Walks, The (1932)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12213,eUUv20XfDyc,55782,Citizen Dog (Mah nakorn) (2004),0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12217,FK159S6cz8Y,55826,Ripley Under Ground (2005),0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
12224,1o1lk49zaww,55875,Space Is The Place (1974),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12225,uzu9o14tfqA,55888,"Dawn Rider, The (1935)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12231,jw18zRKr5z8,55955,Fred Claus (2007),0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12233,bKsCvcvoZcE,55999,Mr. Magorium's Wonder Emporium (2007),0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12236,G9SFoiYIs_4,56006,Ever Since the World Ended (2001),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12255,ZaaLsOyUm_Q,56156,Hitman (2007),0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
12257,ZrJB48uTSeA,56165,P2 (2007),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
12260,h5YiO1kSZdQ,56171,"Golden Compass, The (2007)",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12263,mAxuNdtZt7c,56251,Futurama: Bender's Big Score (2007),0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12264,-QjjILX9Tl8,56253,Symbiopsychotaxiplasm: Take One (1968),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12269,uUyorJ6RGi4,56331,As Far As My Feet Will Carry Me (So weit die Füße tragen) (2001),0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
12275,gLKVakPXN2U,56370,"Goodbye Bafana (Color of Freedom, The) (2007)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
12277,Aig-Q2Gi2Vc,56379,"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders (2006)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12280,edUWhyQHhc8,56449,Cake (2005),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12281,McMVMB8TYtM,56456,Day of the Dead 2: Contagium (2005),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
12284,jZHwG7CyZFQ,56479,Party Monster (1998),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12290,h1CLA-gJbmA,56515,"Devil Came on Horseback, The (2007)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12294,qgLUMPjuHy4,56563,Helvetica (2007),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12299,yF0PMhmuBPI,56599,Fall From Grace (2007),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12307,RHHdIXSNgyM,56626,Robin Hood (1922),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12315,da4jHmpKFU0,56702,"Maidens' Conspiracy, The (Tirante el Blanco) (2006)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12319,xbf9AWiJDBI,56744,Longford (2006),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
12322,uw4sUEV8lL0,56775,National Treasure: Book of Secrets (2007),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12327,8mo7Be8rJb8,56797,"Train Robbers, The (1973)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12328,xGwC7U6Sf3o,56801,AVPR: Aliens vs. Predator - Requiem (2007),0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
12346,sBB06GRDY6M,56959,The Mad Magician (1954),0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
12347,WnYilclYyn0,56995,Nanking (2007),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
12352,GONigIAhUGw,57041,Santa Claus Conquers the Martians (1964),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12357,WeQSOEJ7W0M,57179,"Mostly Unfabulous Social Life of Ethan Green, The (2005)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12368,6osXJcLg_oo,57326,In the Name of the King: A Dungeon Siege Tale (2008),1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12385,l23wYKg7wjY,57468,Viva Villa! (1934),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12387,SYmYgKHzZ2o,57476,"Cheyenne Social Club, The (1970)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12389,Tpkk6-thhIc,57480,"Iron Horse, The (1924)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12390,9DrgSHIJXAQ,57482,Just Pals (1920),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12391,LeLjruviTRA,57484,3 Bad Men (1926),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12399,sGDTNiK7VwA,57526,Untraceable (2008),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
12409,S4SJ_NS1fS8,57640,Hellboy II: The Golden Army (2008),1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12415,C4gNXCnHFsg,57695,"Clean, Shaven (1993)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
12419,yrWInzP6Wnc,57772,World on a Wire (Welt am Draht) (1973),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
12422,EHgLR6TYyOQ,57778,Future by Design (2006),0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12430,AEfZzcmL6vA,57865,Wedding Daze (2006),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12433,q9T5PqCaje8,57910,Teeth (2007),0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12434,YpUEORSbIfk,57938,Crime Zone (1989),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
12435,cSOUIuGcY74,57940,Visiting Hours (1982),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12443,8fNabjyaKUo,57972,Deep Water (2006),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12462,CTY0WHdjA5c,58111,Jodhaa Akbar (2008),0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
12464,wBSg5HOpXgs,58123,Il Mare (Siworae) (2000),0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
12468,9mf6CejhaN4,58154,"Other Boleyn Girl, The (2008)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
12474,JW48kd0o6fo,58191,Taxi to the Dark Side (2007),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12485,dv2VKhY5w9M,58293,"10,000 BC (2008)",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12486,0R-GoZ5RG_0,58295,"Bank Job, The (2008)",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
12490,EOKhaew8ZWc,58303,"Counterfeiters, The (Die Fälscher) (2007)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
12492,BlX3K7P4_9g,58309,War Dance (2007),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12497,3TCI9Ptkyeg,58347,Penelope (2006),0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12510,-lrsMz0LQ9M,58425,Heima (2007),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12516,9uOlmoPe-HA,58485,Return of the Living Dead 3 (1993),0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
12527,yWbsX2L_LJ0,58576,Made in U.S.A. (1966),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
12532,KRb5KDARxlg,58617,Black Dawn (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12534,pWQ4O9xvUGY,58627,Never Back Down (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12535,zMPi-WtBIIE,58632,"Terror's Advocate (Avocat de la terreur, L') (2007)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12537,PJmCUvkMnNc,58649,Napoléon (1927),0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
12544,hWbCr7-oS9I,58722,Terror of Mechagodzilla (Mekagojira no gyakushu) (1975),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12545,GFNTCYlokYY,58740,"Smiling Lieutenant, The (1931)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12555,XIhYyzvKLeM,58812,"Ball, The (Le bal) (1983)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12565,4JlJuHHeKPU,58879,Shine a Light (2008),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12569,A37JEYMwgRU,58898,"Aerial, The (La antena) (2007)",1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
12570,T9w9BJXeL4E,58904,Chan Is Missing (1982),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12580,fi1yYAgUFkg,58975,"Ruins, The (2008)",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
12581,MN7-tepnIfY,58992,Joy Division (2007),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12588,TB87PwTKJyc,59022,Harold & Kumar Escape from Guantanamo Bay (2008),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12591,8tIvMUy8UDs,59037,Speed Racer (2008),0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12595,nhbDy8wAHeE,59065,Chapter 27 (2007),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
12596,q3_VZ5hXzAU,59074,"Thief Who Came to Dinner, The (1973)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12606,qqpLyzeagYY,59131,Are You Scared? (2006),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12613,5foj3nVJwG8,59159,Murders in the Rue Morgue (1932),0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
12617,mEVQt3dg1_w,59182,Tarzan's Secret Treasure (1941),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12619,R1_kl9dQ12c,59188,Viva Zapata! (1952),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12627,BAzGab3pZOQ,59295,Expelled: No Intelligence Allowed (2008),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12639,0aHJmM2uvBY,59376,Hero Wanted (2008),0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
12642,TbFzmQIw4ok,59392,Stargate: The Ark of Truth (2008),0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12644,iuB3wI2ZpOU,59399,Blind Dating (2006),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12646,03T09FAWaIQ,59418,"American Crime, An (2007)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12663,2vjQuoX40GU,59590,Young at Heart (a.k.a. Young@Heart) (2007),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12665,7T5_3eVp-E8,59602,"Year of the Wolf, The (Suden vuosi) (2007)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
12667,OTNhDCtpMEM,59607,King Corn (2007),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12675,NijedV-jmf0,59665,Day of the Outlaw (1959),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12679,WljWVrvGXAE,59684,Lake of Fire (2006),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12681,Ic3pHEu9FV4,59709,"Oxford Murders, The (2007)",0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
12686,ms4TXwIDutM,59729,Savage Grace (2007),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
12699,Vz3brLNafUU,59834,100 Rifles (1969),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
12701,ekXdN_zx5J0,59838,Chato's Land (1972),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12706,lq5qNzm3w-U,59850,St. Ives (1976),0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
12707,jCMlckCgfA0,59852,Villa Rides! (1968),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
12713,shPGYLAOiz8,59869,"Andromeda Strain, The (2008)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12725,ZBN_VF3-Re8,59938,Telefon (1977),0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
12726,YCGbTeb4USk,59942,"Lost World, The (1960)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12727,DXtAyv9kd0M,59945,"Mark of Zorro, The (1920)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12730,liABMxEvPAc,59960,Warlock (1959),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12736,o0B8LqiReuQ,60007,Doctor Who (1996),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12746,sLwe9o06iac,60069,WALL·E (2008),1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12752,FOOva6JQv_c,60106,Huckleberry Finn (1974),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12753,lgeuvDiS1_M,60110,Tom Sawyer (1973),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12769,7Axo80kr9DM,60198,"Sandglass, The (Sanatorium pod klepsydra) (1973)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12774,Jtpg_vmYRp8,60227,"Unholy Three, The (1925)",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
12789,2PpxiG0WU18,60303,Strange Circus (Kimyô na sâkasu) (2005),0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
12790,hsmO-MECXig,60309,Along Came Jones (1945),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12791,T35R2Oidyvk,60311,"Black Swan, The (1942)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12792,Xg3LqFquJcs,60314,Cheyenne Autumn (1964),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12793,upT938VbbZs,60316,Hour of the Gun (1967),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12802,m_1UrKgvKb0,60363,Zombie Strippers! (2008),0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12807,unSbtED22Fw,60389,Battle for Haditha (2007),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12810,iZWVVAfGh6c,60397,Mamma Mia! (2008),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12811,WV2eLKdorkw,60405,Ganes (2007),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12826,OVp8-7OTiH8,60487,"It's the Great Pumpkin, Charlie Brown (1966)",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12849,7KQCX0zNdyc,60625,"Tall T, The (1957)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12854,xHCGk5d3Gsw,60666,Jimmy Carter Man from Plains (2007),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12855,B2QS7UJvJQs,60674,Stargate: Continuum (2008),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12863,YkHmYJmfuWg,60737,Watching the Detectives (2007),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12864,XHCkckaVCeo,60743,Mr. Untouchable (2007),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
12870,mWzAM-Jd_A0,60763,American Teen (2008),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12873,VhpN3obM5fc,60803,"Little Drummer Boy, The (1968)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12874,TyXg2harjys,60806,"Little Mermaid 2: Return to the Sea, The (2000)",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12876,W3_3FKPRoLM,60818,Hogfather (Terry Pratchett's Hogfather) (2006),1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
12885,3P2MCrexymc,60894,"Edge of Love, The (2008)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
12917,nXZ3POOQ4vk,61083,"Good Humor Man, The (2005)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
12927,qlhtAaw2AhU,61167,Henry Poole is Here (2008),0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12929,iHWfVX_KjVI,61210,Mutant Chronicles (2008),1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12938,5rFe07NjYBY,61257,I.O.U.S.A. (a.k.a. IOUSA) (2008),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12941,Whd3YbTLPCc,61267,Fly Me to the Moon (2008),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12958,qoJ33imO2Mo,61373,"Woman in Black, The (1989)",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
12960,fmnG_JT1_TY,61396,Sergeant Rutledge (1960),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
12961,doG_gpl14p0,61398,"Mother of Tears: The Third Mother (Terza madre, La) (2007)",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
12965,-NeQ6aGWX74,61434,Oh! What a Lovely War (1969),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
12971,7IBG2V98IBY,61473,"Secret, A (Un secret) (2007)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
12985,Gwk3c9HmH0k,61697,Righteous Kill (2008),0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
13002,ep7CSFaKdJM,61950,Boot Camp (2007),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13005,NTY71vKZlM8,61970,Moonbase (1998),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13006,nxx1vOhlqmM,61986,Appaloosa (2008),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13016,Hp_ZwQH2nfI,62081,Eagle Eye (2008),0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
13023,cw-qm-liCPA,62198,Marjoe (1972),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13024,Zo3JpFGmrbo,62203,Martyrs (2008),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13029,vdv08c0aiTE,62237,Part of the Weekend Never Dies (2008),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13034,I0yujNFk3pI,62277,KM 31: Kilometro 31 (2006),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13043,w7axM3VHFqs,62376,City of Ember (2008),1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13045,bGi26L-9erA,62383,"20,000 Leagues Under the Sea (1916)",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13057,LrI2xITvWts,62526,"Drowning Pool, The (1975)",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
13073,RL8LI-h2WFc,62764,Black Moon (1975),0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
13080,mCSqHq7VviE,62803,Lone Wolf and Cub: Baby Cart in Peril (Kozure Ôkami: Oya no kokoro ko no kokoro) (1972),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13081,gLZIU3pNkOU,62834,Babylon 5: The Legend of the Rangers: To Live and Die in Starlight (2002),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
